,Unnamed: 0,Unnamed: 0.1,Category,url,Description,description,title
510,510,197,Technology,https://ebuyer.com,"Cheap Laptops, Tablet PC, and Cheap LED TVs | Ebuyer.com - Find cheap laptop deals, hard drives, LED TVs and monitors at great prices with free delivery.",error,error
511,511,198,Technology,https://libsyn.com,"Libsyn - Podcast Hosting and Smartphone Apps - Podcast hosting made easy. Libsyn.com hosts audio and video podcasts, rss creation and offers smartphone apps for podcast producers.","The podcast hosting, distribution, and monetization platform since 2004. With plans starting at $5 a month. Enjoy wide distribution, detailed statistics, and expert service you can count on.",Best Podcast Hosting the Way You Want It | Libsyn Podcast Hosting
512,512,199,Technology,https://osdir.com,"OSDir.com :: Open Source, Linux News & Software - Open Source, Linux News & Software",error,error
513,513,200,Technology,https://ipadforums.net,"IPad Forum  - iPadForums.net is the ultimate Apple iPad Forum and fan site offering a comprehensive collection of Apple iPad and Tablet Computer information. The forum includes iPad Discussions, News, Wallpapers, iBook / App Reviews, Release Information, Events and much more!!",iPadForums.net is the ultimate Apple iPad Forum and fan site offering a comprehensive collection of Apple iPad and Tablet Computer information. The forum...,Apple iPad Forum 🍎
514,514,201,Technology,https://nodevice.com,"Download Windows drivers, service manuals, user manuals - This site maintains listings of video and graphics drivers available on the web, organized by company. Includes links to useful resources. Includes video, video driver, drivers, drvers, drivrs, files, inf, file, 3-D, 3d, graphics drivers, gr","NoDevice — a huge collection of free drivers, user manuals and service manuals from manufacturers' official websites.",NoDevice — drivers and manuals
515,515,202,Technology,https://whathifi.com,Whathifi.com,"Latest hi-fi, home cinema and technology reviews, products, news, advice, videos and more, from the world&#039;s no.1 technology buyer&#039;s guide - What Hi-Fi?",What Hi-Fi? | Tech news and reviews
516,516,203,Technology,https://velocityreviews.com,Velocity Reviews - Computer Hardware,"The latest technology news, reviews and articles from VelocityReviews.com",Velocity Reviews
517,517,204,Technology,https://pcpro.co.uk,"Technology, News and Reviews | PC Pro - Reviews of laptops, PCs, digital cameras, printers, software, peripherals, components and more. Plus technology news and opinion",error,error
518,518,205,Technology,https://sonymobile.com,"Xperia™ Smartphones from Sony - Sony Smartphones	 - Xperia™ - Android smartphones from Sony. Create, Listen, Watch and Play. Do it all, whenever, wherever with Sony Mobile Xperia smartphones.","Temukan beragam produk berkualitas tinggi dari Sony dan teknologi yang mendukungnya, dapatkan akses instan ke toko dan Entertainment Network kami.",Sony Indonesia | Teknologi & Berita Terbaru | Elektronik | Hiburan | Sony ID
519,519,206,Technology,https://techhive.com,"TechHive - News, tips and reviews about phones, tablets, apps, and all the other tech in your life - We deliver a fresh perspective and real analysis on all latest phones, tablets, cameras, smart TVs and more.  We steer you to products you'll love and show you how to get the most out of them. ",,TechHive
520,520,207,Technology,https://ingrammicro.com,Ingram Micro,"Delivering global technology and supply chain services to support cloud aggregation, data center management, logistics, technology distribution, mobility device life-cycle and training.",Corporate site - Ingram Micro delivers global technology and supply chain services to help businesses realize the promise of technology.
521,521,208,Technology,https://absinthejailbreak.com,"Jailbreak iOS 6 - 6.0.1 6.0.2 - 6.1 - 5.1.1 UnTethered iPhone 5, 4S, 4 - Unlock iPhone 5, Jailbreak iOS 6.0, iOS 6.0.1, 6.0.2, 6.1, 5.1.1 Download Absinthe 2.0.4 UnTethered Jailbreak ipad 3, 2, 1 and iPhone 5, 4S, 4, 3GS on iOS 5.1, iOS 5.1.1, iOS 6 Cydia.",,
522,522,209,Technology,https://wdc.com,"Western Digital Hard Drives, Network Drives, Media Players - WD® a long-time leader in hard drive technology designs and manufactures the #1 selling internal and external hard drives and award-winning media players and network drives","Western Digital has the best Mac and PC compatible digital storage solutions plus FREE shipping, friendly customer support, and a 30 day return policy.","Hard Drives, USB Drives, and Memory Cards | Western Digital"
523,523,210,Technology,https://online-tech-tips.com,"Online Tech Tips - A tech blog that provide readers with daily computer tutorials, technology news, software reviews, and personal computing tips.",Computer Tips from a Computer Guy,Online Tech Tips – Computer Tips from a Computer Guy
524,524,211,Technology,https://pandodaily.com,PandoDaily | the site of record for silicon valley,,Pando
525,525,212,Technology,https://kingston.com,"SD Cards, SSDs, Memory Modules and USB Flash Drives - Kingston    - Reliable SD cards, SSD drives, memory modules and USB flash drives for consumers, businesses, enterprises and system builders offered by Kingston Technology.  ","Reliable solid state drives (SSDs), memory modules, USB flash drives, SD cards, microSD cards and CF cards for consumers, businesses, enterprises and system builders offered by Kingston.","SSDs, DRAM, Memory Cards and USB Flash Drives for Personal, Business and Enterprise Use - Kingston Technology"
526,526,213,Technology,https://appstorm.net,AppStorm - App Review Network,error,error
527,527,214,Technology,https://phonesreview.co.uk,"Phones Review - Information on mobile phones, home and VOIP phones on Phones Review",All about Mobile Phones Reviews & Updates. Features & Specifications,"PhonesReviews UK- Mobiles, Apps, Networks, Software, Tablet etc | All about Mobile Phones Reviews & Updates. Features & Specifications"
528,528,215,Technology,https://kaywa.com,KAYWA,"Create URL, Coupon, Facebook, Contact QR Codes. Scan them with the Kaywa Reader. Kaywa's professional QR Management offers Custom Design Codes, Analytics and much more","Free QR Code Generator, Coupon, Contact & Design QR Codes & Tracking"
529,529,216,Technology,https://mac-forums.com,"Mac Forums | Apple, iPod, iPhone Discussions - Mac Forums is a discussion forum for Mac, Apple, iPhone and iPod related topics. Find great Windows to Apple switchover questions and answers as well.",Apple iOS OS Help | Fix Mac iPhone iPad | Buying Tips | Mac-Forums,Mac-Forums
530,530,217,Technology,https://maplin.co.uk,"Maplin™ - The Electronics Specialist   - Over 15000 electronic products and components available online, with expert knowledge, unbeatable prices & next day delivery.","We're back online with a huge range of Smart Home, Security, Gaming, AV, Computing, STEM & more. ✓ Free Home Delivery",maplin | the electronics specialist | FREE delivery over £20! | Maplin
531,531,218,Technology,https://sammobile.com,"SamMobile.com | Everything for your Samsung Mobile  | SamMobile - Samsung number one fan site with the latest firmwares, guides on how to flash your Samsung phone to update it to the latest versions.","SamMobile.com is a community for true Samsung fans sharing news, reviews, tutorials, hands-on and Kies Firmware. And having a lot ...",SamMobile - Your source for all Samsung news
532,532,219,Technology,https://tomsguide.com,"Tom's Guide: Your High-Tech Source of Information - Tom's Guide: Your High Tech Source of Information, Find News, Reviews on TomsGuide.com","Tom's Guide upgrades your life by helping you decide what tech to buy, showing you how to get the most out of it and solving problems as they arise. Tom's Guide is here to help you....","Tom's Guide | Tech Product Reviews, Top Picks and How To"
533,533,220,Technology,https://sitepronews.com,"Webmaster, Technology, and Headline News & Resources | SiteProNews - A Webmaster resource site and free newsletter focusing on web site promotion, design, SEO tips, social media, content writing, marketing, and technology.","The latest articles and breaking news on technology, social media, search engines, SEO, business, marketing, content writing and webmaster resources.","SiteProNews - Breaking News, Technology News, and Social Media News"
534,534,221,Technology,https://lowyat.net,Lowyat.NET - Malaysia's Largest Online Community,"Malaysia's leading online publication delivering breaking tech news, gadgets and mobile phone reviews, internet technologies and much more.",Lowyat.NET | Technology News Malaysia
535,535,222,Technology,https://appfigures.com,"App Store Analytics for iOS and Android developers | Hourly App Store Ranks | App Store Sales Reporting   - appFigures is a reporting platform for mobile developers that automatically downloads and visualizes sales data, App Store reviews, hourly ranks and more.","Grow you download with simple ASO tools, app intelligence, and comprehensive app analytics for all of your mobile apps.","Appfigures - ASO tools, App Intelligence, and Analytics"
